InstanceID,SessionID,WeekStart,Day,Date,Time,DurationMin,Venue,Address,City,Latitude,Longitude,Coach,Program,Type,Capacity,BookedCount,Status,SpaceOrFull,ClientName,Notes,VenueKey,Timezone,Title,StartISO,EndISO
AUCKLAND-THEYAKL-0800-MON-20260301,AUCKLAND-THEYAKL-0800-MON,1/03/2026,Monday,1/03/2026,8:00:00,30,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Awat Kakai,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T08:00:00+13:00,2026-01-26T08:30:00+13:00
AUCKLAND-THEYAKL-0830-MON-20260301,AUCKLAND-THEYAKL-0830-MON,1/03/2026,Monday,1/03/2026,8:30:00,30,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T08:30:00+13:00,2026-01-26T09:00:00+13:00
AUCKLAND-THEYAKL-0900-MON-20260301,AUCKLAND-THEYAKL-0900-MON,1/03/2026,Monday,1/03/2026,9:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T09:00:00+13:00,2026-01-26T09:00:00+13:00
AUCKLAND-THEYAKL-0930-MON-20260301,AUCKLAND-THEYAKL-0930-MON,1/03/2026,Monday,1/03/2026,9:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T09:30:00+13:00,2026-01-26T09:30:00+13:00
AUCKLAND-THEYAKL-1000-MON-20260301,AUCKLAND-THEYAKL-1000-MON,1/03/2026,Monday,1/03/2026,10:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T10:00:00+13:00,2026-01-26T10:00:00+13:00
AUCKLAND-THEYAKL-1030-MON-20260301,AUCKLAND-THEYAKL-1030-MON,1/03/2026,Monday,1/03/2026,10:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Havanna,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl • Havanna,2026-01-26T10:30:00+13:00,2026-01-26T10:30:00+13:00
AUCKLAND-THEYAKL-1100-MON-20260301,AUCKLAND-THEYAKL-1100-MON,1/03/2026,Monday,1/03/2026,11:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T11:00:00+13:00,2026-01-26T11:00:00+13:00
AUCKLAND-THEYAKL-1130-MON-20260301,AUCKLAND-THEYAKL-1130-MON,1/03/2026,Monday,1/03/2026,11:30:00,30,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T11:30:00+13:00,2026-01-26T12:00:00+13:00
AUCKLAND-THEYAKL-1200-MON-20260301,AUCKLAND-THEYAKL-1200-MON,1/03/2026,Monday,1/03/2026,12:00:00,30,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Awat,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl • Awat,2026-01-26T12:00:00+13:00,2026-01-26T12:30:00+13:00
AUCKLAND-THEYAKL-1230-MON-20260301,AUCKLAND-THEYAKL-1230-MON,1/03/2026,Monday,1/03/2026,12:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T12:30:00+13:00,2026-01-26T12:30:00+13:00
AUCKLAND-THEYAKL-1245-MON-20260301,AUCKLAND-THEYAKL-1245-MON,1/03/2026,Monday,1/03/2026,12:45:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Awat,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl • Awat,2026-01-26T12:45:00+13:00,2026-01-26T12:45:00+13:00
AUCKLAND-THEYAKL-1300-MON-20260301,AUCKLAND-THEYAKL-1300-MON,1/03/2026,Monday,1/03/2026,13:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T13:00:00+13:00,2026-01-26T13:00:00+13:00
AUCKLAND-THEYAKL-1330-MON-20260301,AUCKLAND-THEYAKL-1330-MON,1/03/2026,Monday,1/03/2026,13:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T13:30:00+13:00,2026-01-26T13:30:00+13:00
AUCKLAND-THEYAKL-1400-MON-20260301,AUCKLAND-THEYAKL-1400-MON,1/03/2026,Monday,1/03/2026,14:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T14:00:00+13:00,2026-01-26T14:00:00+13:00
AUCKLAND-THEYAKL-1430-MON-20260301,AUCKLAND-THEYAKL-1430-MON,1/03/2026,Monday,1/03/2026,14:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T14:30:00+13:00,2026-01-26T14:30:00+13:00
AUCKLAND-THEYAKL-1500-MON-20260301,AUCKLAND-THEYAKL-1500-MON,1/03/2026,Monday,1/03/2026,15:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Awat,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl • Awat,2026-01-26T15:00:00+13:00,2026-01-26T15:00:00+13:00
AUCKLAND-THEYAKL-1530-MON-20260301,AUCKLAND-THEYAKL-1530-MON,1/03/2026,Monday,1/03/2026,15:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Awat,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl • Awat,2026-01-26T15:30:00+13:00,2026-01-26T15:30:00+13:00
AUCKLAND-THEYAKL-1600-MON-20260301,AUCKLAND-THEYAKL-1600-MON,1/03/2026,Monday,1/03/2026,16:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T16:00:00+13:00,2026-01-26T16:00:00+13:00
AUCKLAND-THEYAKL-1630-MON-20260301,AUCKLAND-THEYAKL-1630-MON,1/03/2026,Monday,1/03/2026,16:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T16:30:00+13:00,2026-01-26T16:30:00+13:00
AUCKLAND-THEYAKL-1700-MON-20260301,AUCKLAND-THEYAKL-1700-MON,1/03/2026,Monday,1/03/2026,17:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,Awat,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl • Awat,2026-01-26T17:00:00+13:00,2026-01-26T17:00:00+13:00
AUCKLAND-THEYAKL-1730-MON-20260301,AUCKLAND-THEYAKL-1730-MON,1/03/2026,Monday,1/03/2026,17:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T17:30:00+13:00,2026-01-26T17:30:00+13:00
AUCKLAND-THEYAKL-1800-MON-20260301,AUCKLAND-THEYAKL-1800-MON,1/03/2026,Monday,1/03/2026,18:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T18:00:00+13:00,2026-01-26T18:00:00+13:00
AUCKLAND-THEYAKL-1830-MON-20260301,AUCKLAND-THEYAKL-1830-MON,1/03/2026,Monday,1/03/2026,18:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T18:30:00+13:00,2026-01-26T18:30:00+13:00
AUCKLAND-THEYAKL-1900-MON-20260301,AUCKLAND-THEYAKL-1900-MON,1/03/2026,Monday,1/03/2026,19:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T19:00:00+13:00,2026-01-26T19:00:00+13:00
AUCKLAND-THEYAKL-1930-MON-20260301,AUCKLAND-THEYAKL-1930-MON,1/03/2026,Monday,1/03/2026,19:30:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T19:30:00+13:00,2026-01-26T19:30:00+13:00
AUCKLAND-THEYAKL-2000-MON-20260301,AUCKLAND-THEYAKL-2000-MON,1/03/2026,Monday,1/03/2026,20:00:00,0,The Y Akl,"149 Greys Avenue, Auckland CBD",Auckland,-36.858849,174.715958,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Y Akl,Pacific/Auckland,FAM 1:1 • The Y Akl,2026-01-26T20:00:00+13:00,2026-01-26T20:00:00+13:00
AUCKLAND-HOOP33-0800-MON-20260301,AUCKLAND-HOOP33-0800-MON,1/03/2026,Monday,1/03/2026,8:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T08:00:00+13:00,2026-01-26T08:00:00+13:00
AUCKLAND-HOOP33-0830-MON-20260301,AUCKLAND-HOOP33-0830-MON,1/03/2026,Monday,1/03/2026,8:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T08:30:00+13:00,2026-01-26T08:30:00+13:00
AUCKLAND-HOOP33-0900-MON-20260301,AUCKLAND-HOOP33-0900-MON,1/03/2026,Monday,1/03/2026,9:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T09:00:00+13:00,2026-01-26T09:00:00+13:00
AUCKLAND-HOOP33-0930-MON-20260301,AUCKLAND-HOOP33-0930-MON,1/03/2026,Monday,1/03/2026,9:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T09:30:00+13:00,2026-01-26T09:30:00+13:00
AUCKLAND-HOOP33-1000-MON-20260301,AUCKLAND-HOOP33-1000-MON,1/03/2026,Monday,1/03/2026,10:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T10:00:00+13:00,2026-01-26T10:00:00+13:00
AUCKLAND-HOOP33-1030-MON-20260301,AUCKLAND-HOOP33-1030-MON,1/03/2026,Monday,1/03/2026,10:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T10:30:00+13:00,2026-01-26T10:30:00+13:00
AUCKLAND-HOOP33-1100-MON-20260301,AUCKLAND-HOOP33-1100-MON,1/03/2026,Monday,1/03/2026,11:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,Kieran,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33 • Kieran,2026-01-26T11:00:00+13:00,2026-01-26T11:00:00+13:00
AUCKLAND-HOOP33-1130-MON-20260301,AUCKLAND-HOOP33-1130-MON,1/03/2026,Monday,1/03/2026,11:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T11:30:00+13:00,2026-01-26T11:30:00+13:00
AUCKLAND-HOOP33-1200-MON-20260301,AUCKLAND-HOOP33-1200-MON,1/03/2026,Monday,1/03/2026,12:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T12:00:00+13:00,2026-01-26T12:00:00+13:00
AUCKLAND-HOOP33-1230-MON-20260301,AUCKLAND-HOOP33-1230-MON,1/03/2026,Monday,1/03/2026,12:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T12:30:00+13:00,2026-01-26T12:30:00+13:00
AUCKLAND-HOOP33-1300-MON-20260301,AUCKLAND-HOOP33-1300-MON,1/03/2026,Monday,1/03/2026,13:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T13:00:00+13:00,2026-01-26T13:00:00+13:00
AUCKLAND-HOOP33-1330-MON-20260301,AUCKLAND-HOOP33-1330-MON,1/03/2026,Monday,1/03/2026,13:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T13:30:00+13:00,2026-01-26T13:30:00+13:00
AUCKLAND-HOOP33-1400-MON-20260301,AUCKLAND-HOOP33-1400-MON,1/03/2026,Monday,1/03/2026,14:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T14:00:00+13:00,2026-01-26T14:00:00+13:00
AUCKLAND-HOOP33-1430-MON-20260301,AUCKLAND-HOOP33-1430-MON,1/03/2026,Monday,1/03/2026,14:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T14:30:00+13:00,2026-01-26T14:30:00+13:00
AUCKLAND-HOOP33-1500-MON-20260301,AUCKLAND-HOOP33-1500-MON,1/03/2026,Monday,1/03/2026,15:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T15:00:00+13:00,2026-01-26T15:00:00+13:00
AUCKLAND-HOOP33-1530-MON-20260301,AUCKLAND-HOOP33-1530-MON,1/03/2026,Monday,1/03/2026,15:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T15:30:00+13:00,2026-01-26T15:30:00+13:00
AUCKLAND-HOOP33-1600-MON-20260301,AUCKLAND-HOOP33-1600-MON,1/03/2026,Monday,1/03/2026,16:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T16:00:00+13:00,2026-01-26T16:00:00+13:00
AUCKLAND-HOOP33-1630-MON-20260301,AUCKLAND-HOOP33-1630-MON,1/03/2026,Monday,1/03/2026,16:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T16:30:00+13:00,2026-01-26T16:30:00+13:00
AUCKLAND-HOOP33-1700-MON-20260301,AUCKLAND-HOOP33-1700-MON,1/03/2026,Monday,1/03/2026,17:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T17:00:00+13:00,2026-01-26T17:00:00+13:00
AUCKLAND-HOOP33-1730-MON-20260301,AUCKLAND-HOOP33-1730-MON,1/03/2026,Monday,1/03/2026,17:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T17:30:00+13:00,2026-01-26T17:30:00+13:00
AUCKLAND-HOOP33-1800-MON-20260301,AUCKLAND-HOOP33-1800-MON,1/03/2026,Monday,1/03/2026,18:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T18:00:00+13:00,2026-01-26T18:00:00+13:00
AUCKLAND-HOOP33-1830-MON-20260301,AUCKLAND-HOOP33-1830-MON,1/03/2026,Monday,1/03/2026,18:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T18:30:00+13:00,2026-01-26T18:30:00+13:00
AUCKLAND-HOOP33-1900-MON-20260301,AUCKLAND-HOOP33-1900-MON,1/03/2026,Monday,1/03/2026,19:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T19:00:00+13:00,2026-01-26T19:00:00+13:00
AUCKLAND-HOOP33-1930-MON-20260301,AUCKLAND-HOOP33-1930-MON,1/03/2026,Monday,1/03/2026,19:30:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T19:30:00+13:00,2026-01-26T19:30:00+13:00
AUCKLAND-HOOP33-2000-MON-20260301,AUCKLAND-HOOP33-2000-MON,1/03/2026,Monday,1/03/2026,20:00:00,0,Hoop33,165-169 Target Road Auckland 0627,Auckland,-36.768635,174.736347,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|Hoop33,Pacific/Auckland,FAM 1:1 • Hoop33,2026-01-26T20:00:00+13:00,2026-01-26T20:00:00+13:00
AUCKLAND-THEPHYSIOCO-0800-MON-20260301,AUCKLAND-THEPHYSIOCO-0800-MON,1/03/2026,Monday,1/03/2026,8:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T08:00:00+13:00,2026-01-26T08:00:00+13:00
AUCKLAND-THEPHYSIOCO-0830-MON-20260301,AUCKLAND-THEPHYSIOCO-0830-MON,1/03/2026,Monday,1/03/2026,8:30:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T08:30:00+13:00,2026-01-26T08:30:00+13:00
AUCKLAND-THEPHYSIOCO-0900-MON-20260301,AUCKLAND-THEPHYSIOCO-0900-MON,1/03/2026,Monday,1/03/2026,9:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T09:00:00+13:00,2026-01-26T09:00:00+13:00
AUCKLAND-THEPHYSIOCO-0930-MON-20260301,AUCKLAND-THEPHYSIOCO-0930-MON,1/03/2026,Monday,1/03/2026,9:30:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T09:30:00+13:00,2026-01-26T09:30:00+13:00
AUCKLAND-THEPHYSIOCO-1000-MON-20260301,AUCKLAND-THEPHYSIOCO-1000-MON,1/03/2026,Monday,1/03/2026,10:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T10:00:00+13:00,2026-01-26T10:00:00+13:00
AUCKLAND-THEPHYSIOCO-1030-MON-20260301,AUCKLAND-THEPHYSIOCO-1030-MON,1/03/2026,Monday,1/03/2026,10:30:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T10:30:00+13:00,2026-01-26T10:30:00+13:00
AUCKLAND-THEPHYSIOCO-1100-MON-20260301,AUCKLAND-THEPHYSIOCO-1100-MON,1/03/2026,Monday,1/03/2026,11:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T11:00:00+13:00,2026-01-26T11:00:00+13:00
AUCKLAND-THEPHYSIOCO-1130-MON-20260301,AUCKLAND-THEPHYSIOCO-1130-MON,1/03/2026,Monday,1/03/2026,11:30:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T11:30:00+13:00,2026-01-26T11:30:00+13:00
AUCKLAND-THEPHYSIOCO-1200-MON-20260301,AUCKLAND-THEPHYSIOCO-1200-MON,1/03/2026,Monday,1/03/2026,12:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T12:00:00+13:00,2026-01-26T12:00:00+13:00
AUCKLAND-THEPHYSIOCO-1230-MON-20260301,AUCKLAND-THEPHYSIOCO-1230-MON,1/03/2026,Monday,1/03/2026,12:30:00,0,The Physio Co,,Auckland,,,Kieran,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co • Kieran,2026-01-26T12:30:00+13:00,2026-01-26T12:30:00+13:00
AUCKLAND-THEPHYSIOCO-1300-MON-20260301,AUCKLAND-THEPHYSIOCO-1300-MON,1/03/2026,Monday,1/03/2026,13:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T13:00:00+13:00,2026-01-26T13:00:00+13:00
AUCKLAND-THEPHYSIOCO-1330-MON-20260301,AUCKLAND-THEPHYSIOCO-1330-MON,1/03/2026,Monday,1/03/2026,13:30:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T13:30:00+13:00,2026-01-26T13:30:00+13:00
AUCKLAND-THEPHYSIOCO-1400-MON-20260301,AUCKLAND-THEPHYSIOCO-1400-MON,1/03/2026,Monday,1/03/2026,14:00:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T14:00:00+13:00,2026-01-26T14:00:00+13:00
AUCKLAND-THEPHYSIOCO-1430-MON-20260301,AUCKLAND-THEPHYSIOCO-1430-MON,1/03/2026,Monday,1/03/2026,14:30:00,0,The Physio Co,,Auckland,,,,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co,2026-01-26T14:30:00+13:00,2026-01-26T14:30:00+13:00
AUCKLAND-THEPHYSIOCO-1500-MON-20260301,AUCKLAND-THEPHYSIOCO-1500-MON,1/03/2026,Monday,1/03/2026,15:00:00,0,The Physio Co,,Auckland,,,Kieran,FAM Program,APPOINTMENT,10,0,Available,Space,,,Auckland|The Physio Co,Pacific/Auckland,FAM 1:1 • The Physio Co • Kieran,2026-01-26T15:00:00+13:00,2026-01-26T15:00:00+13:00
